Date,AAPL,XOM,GOOG,WMT,MSFT,GE,IBM,CVX,BRK-B,T,PG,JNJ,PFE,WFC,KO,JPM,ORCL,MRK,VZ,AMZN,INTC,PEP,ABT,QCOM,CSCO,BAC,SLB,C,CMCSA,DIS,MCD,HD,UTX,OXY,COP,UPS,MO,AMGN,AXP,USB
2007-01-03,83.8,74.11,467.59,47.55,29.86,37.97,97.27,70.97,72.86,34.95,64.54,66.4,26.29,35.74,20.1,48.07,17.51,44.02,37.82,38.7,20.35,62.72,19.25,37.46,27.73,53.33,60.82,498.2,25.69,34.2,43.87,41.07,62.81,46.72,40.78,74.97,13.73,68.4,60.36,36.17
2007-01-04,85.66,72.72,483.26,47.78,29.81,37.75,98.31,70.28,72.2,34.5,64.05,67.23,26.38,35.8,20.11,48.19,17.68,45.11,38.03,38.9,21.17,63.15,19.62,39.15,28.46,53.67,59.3,496.49,25.92,34.47,43.54,40.57,62.87,45.76,39.51,75.09,13.91,71.33,59.92,36.2
2007-01-05,85.05,73.24,487.19,47.39,29.64,37.56,97.42,70.55,71.56,33.96,63.5,66.62,26.3,35.6,19.97,47.79,17.64,44.3,37.38,38.37,21.1,62.95,19.62,38.69,28.47,53.24,59.2,493.87,25.62,34.19,43.54,39.79,62.68,45.45,40.32,74.15,13.83,71.5,59.13,35.77
2007-01-08,85.47,72.65,483.58,47,29.93,37.55,98.9,71.45,71.72,33.81,63.64,66.51,26.16,35.5,20.09,47.95,17.86,44.29,36.81,37.5,21.01,63.09,19.69,38.26,28.63,53.45,58.67,496.4,25.58,34.5,43.71,39.49,63.19,45.33,40.84,74.38,13.97,70.93,59.69,35.65
2007-01-09,92.57,72.09,485.5,47.39,29.96,37.55,100.07,70.63,73,33.94,63.48,66.26,26.17,35.59,20.11,47.75,17.82,43.88,36.96,37.78,21.03,63.35,19.86,37.84,28.47,53.5,58.19,492.07,25.74,34.45,43.79,39.32,62.47,43.66,39.77,74.08,13.99,71.27,59.31,35.63
2007-01-10,97,70.99,489.46,47.28,29.66,37.56,98.89,69.41,73.02,34.03,64.24,66.15,26.2,35.48,20.14,48.1,17.77,44.12,36.75,37.15,21.52,64.15,19.93,38.55,28.68,53.58,57.03,488.1,25.84,34.49,44.26,39.78,62.69,43.13,38.59,73.63,14.16,71.04,59.27,35.61
2007-01-11,95.8,70.98,499.72,47.6,30.7,37.92,98.65,68.69,73.4,34.49,64.64,66.73,26.46,35.54,20.16,48.31,17.39,44.26,37.11,37.4,21.92,64.95,19.91,39.48,28.69,53.26,56.52,488.46,25.86,34.99,44.51,40.08,63.7,43.08,36.97,73.65,14.19,71.91,59.45,35.51
2007-01-12,94.62,72.66,505,47.98,31.21,37.89,99.34,70.35,73.36,34.73,65,66.64,26.64,35.51,20.09,47.99,17.5,44.79,37.33,38.2,22.13,64.7,19.95,39.62,28.92,53.38,57.89,490.35,26.55,35.21,44.22,40.11,64.42,44.4,38.17,74.44,14.04,73.27,59.01,35.55
2007-01-16,97.1,71.63,504.28,48.31,31.16,38.11,100.82,69.67,72.38,34.63,65,66.54,26.77,36.23,20.07,48.39,17.3,44.95,37.16,38.66,22.3,64.85,20.02,39.47,28.04,53.44,57.79,493.87,26.78,35.03,44.57,40.29,64.53,43.57,37.56,74.88,14.17,73.5,59.13,35.75
2007-01-17,94.95,72.46,497.28,48.2,31.1,37.98,100.02,70.82,72.41,34.49,65.36,66.87,26.89,36.27,20.11,48.43,17.52,45.01,36.88,37.88,21.04,65,20.39,39.19,26.98,53.32,58.48,490.44,26.95,35.25,44.86,40.29,64.82,44.01,38,75,14.06,73.93,59.22,35.76
2007-01-18,89.07,71.96,487.83,48.39,31,38,99.45,70.92,72.67,35.02,65.54,67.71,27.17,36.2,20,48.15,17.12,45.74,37.57,36.98,20.65,64.92,20.88,38.49,26.45,53.29,57.9,490.44,27.16,35.85,44.59,40.87,64.91,43.61,37.44,74.81,13.96,73.69,59,35.57
2007-01-19,88.5,73.53,489.75,48.31,31.11,36.95,96.17,72.32,73.12,35.07,66.09,67.76,27.22,36.04,19.97,48.76,17.27,45.6,37.25,37.02,20.82,64.82,21.17,38.87,26.7,53.59,61,491.44,26.86,35.5,44.81,40.55,65.18,44.75,38.24,75.02,13.85,74.25,58.09,35.46
2007-01-22,86.79,72.9,480.84,47.96,30.72,36.75,97.11,71.22,72.8,35.27,65.72,67.18,26.95,35.75,19.87,49.66,17,45.3,37.25,36.95,20.79,64.81,21.09,38.51,26.53,53.65,61,493.06,26.97,35.15,44.35,40.05,64.09,43.81,37.9,74.28,13.82,75.85,58.06,35.29
2007-01-23,85.7,74.49,479.05,47.81,30.74,36.55,97.08,72.56,72.48,35.36,65.64,66.5,26.37,36.01,19.91,49.83,17.12,45.73,37.49,36.43,20.55,64.84,21.11,38.13,26.04,53.32,63.62,491.35,26.82,35.58,44.85,40.43,66.14,45.09,38.85,73.62,13.93,74.6,57.54,35.4
2007-01-24,86.7,74.9,499.07,48.61,31.09,36.64,97.4,72.84,71.62,36.63,65.51,67.01,26.82,36.56,19.91,50.36,17.14,46.22,38.07,37.26,20.84,65.2,21.18,38.62,26.89,53.2,64.01,494.41,27.1,35.35,44.16,40.69,66.83,46.2,39.24,74.45,13.96,75.14,58.93,35.52
2007-01-25,86.25,73.52,488.09,48.15,30.45,36.34,97.51,71.52,71.72,36.79,64.92,66.68,26.36,36.08,19.83,50.21,16.98,46,37.5,37.08,20.6,64.42,20.8,38.16,26.22,52.4,62.62,486.3,26.19,34.94,43,40.09,66.21,45.4,38.31,73.61,13.95,74.85,57.77,35.27
2007-01-26,85.38,73.61,495.84,47.67,30.6,36.07,97.45,71.5,70.91,36.4,64.86,66.07,26.29,36.03,19.79,49.7,17.15,45.99,37.83,36.85,20.53,64.45,20.78,37.51,26.35,52.04,62.65,492.97,26.08,34.55,42.93,39.94,66.04,45.64,38.73,72.49,13.97,71.5,57.85,35.54
2007-01-29,85.94,73.2,492.47,47.63,30.53,36.19,98.54,71.53,72.14,36.51,64.88,66.15,26.06,35.95,19.74,49.47,17.27,45.51,38.03,37.43,20.89,64.6,20.83,37.15,26.21,51.46,62.02,487.47,26.39,34.68,43.23,39.91,65.69,45.17,38.64,73.65,13.98,69.97,57.64,35.38
2007-01-30,85.55,74.39,494.32,47.28,30.48,36.03,99.37,73.07,72.72,37.09,64.59,66.39,26.1,35.9,19.78,50.18,17.16,44.91,38.58,37.05,20.93,65.09,21.04,37.17,26.25,52.12,63.46,489.36,26.32,35.04,43.77,40.17,66.95,45.85,39.26,72.7,13.9,70.33,58.01,35.33
2007-01-31,85.73,74.1,501.5,47.69,30.86,36.05,99.15,72.88,73.35,37.63,64.87,66.8,26.24,35.92,19.81,50.93,17.16,44.75,38.52,37.67,20.96,65.24,20.96,37.66,26.62,52.58,63.49,497.12,26.71,35.17,44.35,40.74,68.02,46.36,39.71,72.28,13.87,70.37,58.22,35.6
2007-02-01,84.74,75.08,481.75,47.78,30.56,36.23,99,74.47,73.62,37.75,65.34,67.01,26.62,35.87,19.9,51.21,17.05,45.13,38,38.7,21.11,65.38,20.91,37.41,26.59,52.84,64.39,498.39,25.85,35.01,44.48,41.08,68.58,46.8,40.25,73.64,13.89,69.49,58.07,35.59
2007-02-02,84.75,75.54,481.5,48.08,30.19,36.27,99.17,74.04,72.64,38.12,65.34,66.58,26.8,35.86,19.96,50.93,17.42,44.73,38.17,37.39,21.23,65.04,20.83,37.19,27.14,52.74,65.12,497.75,25.94,35.18,44.54,40.83,68,47.29,40.24,74.17,13.74,69.45,58.16,35.81
2007-02-05,83.94,75.67,467.16,48.52,29.61,36.37,100.38,73.78,72.49,37.79,65.15,66.3,26.88,35.69,19.82,50.96,17.16,44.58,38.09,37.16,21.28,64.83,20.76,37.91,27.51,52.88,65.12,498.57,25.67,35.26,44.53,41.03,67.77,46.66,40.09,73.68,13.79,69.84,58.2,35.72
2007-02-06,84.15,75.46,471.48,48.58,29.51,36.31,99.85,73.37,72.64,37.51,64.59,66,26.83,35.9,19.88,51,17.02,44.64,38.08,38.27,21.31,64.39,20.75,37.68,27.28,53.21,64.87,500.4,25.56,35.19,44.77,41.27,68.41,46.65,39.85,73.93,13.66,69.66,58.06,36.02
2007-02-07,86.15,74.79,470.01,48.58,29.37,36.1,99.54,72.64,72.48,37.16,64.48,65.8,26.52,35.88,19.87,51.21,16.91,44.26,38.09,38.98,21.51,64.5,20.74,37.58,28.09,53.36,64.45,500.4,25.62,35.48,44.72,41.36,68.51,46.63,39.61,73.92,13.65,70,58.68,36.01
2007-02-08,86.18,75.46,471.03,48.31,29.26,35.74,99.62,73.75,72.22,37.38,64.59,65.76,26.44,35.56,19.8,50.93,16.71,43.92,37.95,39.1,21.36,63.31,20.62,38.26,28.14,53.32,64.95,495.75,24.94,35.29,44.35,41.09,68.05,47.23,39.99,73.33,13.53,69.78,58.49,35.93
2007-02-09,83.27,75.22,461.89,47.97,28.98,35.53,98.55,73.32,72.7,36.9,64.43,65.6,26.38,35.36,19.76,50.42,16.7,43.82,37.7,38.72,21.03,63.91,20.67,38.31,27.71,52.99,64.46,486.28,24.58,34.36,44.56,41,67.58,46.52,40.06,73.56,13.56,69.05,57.53,35.84
2007-02-12,84.88,74.6,458.29,47.74,28.94,35.64,98.58,72.32,72.48,36.96,64.16,65.46,26.22,35.6,19.83,50.44,16.65,43.85,37.57,38.85,20.8,63.72,20.85,38.05,27.54,53.04,63.6,486.55,24.08,33.92,44.73,41.44,67.04,45.99,39.49,73.87,13.59,68.49,57,36.02
2007-02-13,84.7,75.45,459.1,47.98,29.01,35.77,98.29,72.83,72.2,37.19,64.71,65.38,26.39,35.87,19.95,50.95,16.62,43.95,38.04,39.31,20.87,63.81,20.85,38.07,27.18,53.73,64.6,489.1,24.69,34.59,44.9,41.76,67.2,46.6,40.23,74.39,13.66,68.8,57.6,36.25
2007-02-14,85.3,75.6,465.93,47.87,29.4,36.47,99.2,72.19,72.2,37.19,64.88,65.85,26.58,36.01,19.81,51.42,16.77,44.06,38.63,40.14,21.14,63.35,20.84,39.66,27.46,54.05,64.66,493.38,24.91,34.75,45.02,41.73,68.17,48.1,40.34,75.02,13.71,68.8,58.69,36.2
2007-02-15,85.21,75.34,461.47,48.36,29.46,36.14,98.92,71.36,71.2,37.23,64.99,65.79,26.53,36.01,19.8,51.21,16.91,43.88,38.4,40.06,21.31,64.08,20.88,41.31,27.56,53.85,63.79,493.66,24.9,34.67,44.98,41.66,68.93,47.62,39.81,74.48,13.66,68.28,58.85,36.35
2007-02-16,84.83,75.29,469.94,48.48,28.74,35.87,98.99,70.81,72.4,37.48,65.07,65.51,26.3,35.76,19.8,51.25,16.7,44.28,38.5,40.33,21.23,64.62,20.76,42.51,27.52,54.05,63.33,492.65,25.07,34.89,45.32,41.44,68.68,47.52,39.8,74.04,13.68,66.73,59.02,36.62
2007-02-20,85.9,74.87,472.1,50.26,28.83,36.11,99.35,70.12,72.66,37.36,64.88,65.46,26.3,35.94,19.77,51.63,16.98,44.5,38.26,41.51,21.18,64.61,20.8,42.7,27.66,54.05,62.34,493.47,24.96,35.05,45.8,41.34,68.13,47.15,39.46,73.9,13.64,66.35,58.71,36.68
2007-02-21,89.2,74.78,475.86,49.97,29.35,35.91,99.09,69.94,71.74,37.21,64.69,65,26.07,36.18,19.68,51.65,17.2,43.95,38.29,41.26,20.88,65.02,20.85,42.05,27.38,53.91,63.55,489.47,25.11,35.14,45.97,41.3,67.58,47.77,39.88,73.8,13.55,67.41,58.53,36.63
2007-02-22,89.51,75.08,475.85,49.69,29.39,35.4,98.5,70.67,71.5,37.05,64.71,64.78,25.87,36.21,19.57,51.64,17.27,43.2,38.44,41,20.97,64.66,21.21,42.79,27.4,53.7,64.97,488.01,24.8,35.16,46.05,41.18,67.5,48,40.24,73.4,13.47,66.74,58.15,36.64
2007-02-23,89.07,75.22,470.62,49.57,28.9,35.1,97.73,71.07,71.24,37,64.82,64.15,25.62,35.63,19.55,51.03,16.82,42.94,38.41,40.78,20.76,64.58,21.19,43.36,27.51,52.86,64.58,489.65,24.51,35.14,46.01,40.96,67.55,48.25,40.43,73.34,13.55,66.23,58.02,36.55
2007-02-26,88.51,75.4,464.93,49.98,29.07,35.34,96.91,71.41,71.16,37.5,64.44,64.3,25.84,35.67,19.74,50.81,16.82,44.48,38.39,40.88,20.85,64.49,21.54,42.65,27.24,52.79,65.2,479.72,23.91,35.11,45.8,40.79,67.23,47.94,40.89,72.79,13.6,66.2,57.14,36.44
2007-02-27,83.93,71.83,448.77,48.2,27.87,34.66,93.96,68.58,69.58,36.15,61.25,63.05,25.14,34.39,19.19,49.22,16.29,43.18,36.63,38.83,20.03,62.76,21.29,40.25,25.71,50.8,62.8,460.78,22.85,33.1,44.46,39.82,65.46,46.29,39.14,70.23,13.12,64.25,55.59,35.61
2007-02-28,84.61,71.68,449.45,48.31,28.17,34.91,92.94,68.52,70.46,36.8,63.49,62.93,24.96,34.7,19.31,49.39,16.43,44.15,37.4,39.14,19.86,63.15,21.6,40.3,25.94,50.83,62.8,458.69,23.23,34.25,43.69,39.59,65.64,46.12,39.3,70.19,13.38,64.26,56.87,35.66
2007-03-01,87.06,70.99,448.23,47.89,28.09,35,92.27,67.6,71.08,36.71,63.68,62.45,25.04,34.66,19.25,49.2,16.77,43.99,37.1,38.85,19.59,63.43,21.27,40.1,25.85,50.38,63.42,465.15,23.07,34.39,44.1,39.45,65.12,46.51,39.68,70.12,13.39,61.7,56.55,35.57
2007-03-02,85.41,70.01,438.68,47.81,27.76,34.87,90.9,66.79,71.24,36.44,63.16,61.95,24.79,34.44,18.99,48.19,16.71,44.19,36.48,37.69,19.22,62.93,20.97,39.48,25.3,50.01,62.25,455.05,22.98,33.95,43.67,39.01,64.35,45.9,39.07,69.47,13.25,61.75,55.44,35.39
2007-03-05,86.32,69.98,440.95,47.47,27.55,34.55,91.81,66.43,71.24,35.72,62.79,61.83,24.7,34.03,19.15,47.54,16.37,44.25,36.13,37.05,19.11,62.77,20.86,39.14,25.46,49.64,61.67,448.49,22.85,33.72,42.91,38.67,63.54,45.15,38.8,69.7,13.05,62.16,54.9,35.14
2007-03-06,88.19,71,457.55,48.04,27.83,34.72,93.8,67.67,71.52,36,62.94,61.7,25.19,34.66,19.42,48.52,16.88,44.67,36.48,38.58,19.4,63.26,20.91,39.55,25.96,50.94,63.28,460.6,23.38,34.37,43.1,38.8,64.18,45.81,39.6,69.91,13.4,62.3,56.37,35.61
2007-03-07,87.72,71.64,455.64,47.93,27.61,34.33,93.94,68.33,71.88,35.43,62.08,61.86,25.27,34.32,19.34,48.36,16.49,43.86,35.68,38.36,19.12,62.75,20.84,39.69,25.87,50.59,65.06,457.32,23.29,34.43,43.1,38.71,64.26,46.36,40.41,70,13.51,62.02,55.86,35.47
2007-03-08,88,71.85,454.72,47.88,27.32,34.45,93,68.46,72.66,36.51,62.31,61.72,25.41,34.51,19.51,48.74,16.69,44.36,36.48,38.1,19.23,63.05,21.12,40.24,26.15,50.77,65.68,459.87,23.51,34.69,43.64,38.8,64.56,46.33,40.65,69.87,13.65,62.17,56.82,35.55
2007-03-09,87.97,71.12,452.96,47.42,27.29,34.32,93.28,68.47,72.92,36.55,62.16,62.14,25.41,34.5,19.68,48.82,16.63,44.61,36.45,38.84,19.1,62.88,21.51,40.15,26.08,50.95,65.1,458.32,23.59,34.37,44.15,38.67,64.5,46.33,40.79,70.63,13.79,60.86,56.9,35.53
2007-03-12,89.87,70.87,454.75,47.26,27.44,34.44,94.11,68.83,72.88,37.06,62.09,61.79,25.38,34.53,19.84,48.84,17.07,44.29,36.58,38.81,19.48,63.17,21.51,40.12,26.17,51.09,65,458.6,23.64,34.2,44.67,38.17,65.35,45.87,40.45,71.15,13.76,60.68,56.71,35.66
2007-03-13,88.4,69.91,443.03,46.18,26.72,34.09,92.71,67.84,72.06,37.26,61.17,60.77,24.94,33.47,19.61,46.7,16.65,43.37,36.13,37.82,19.12,62.16,21.4,41.83,25.5,49.46,64.11,443.94,23.04,33.62,43.48,37.35,64.31,45.52,40.06,69.91,13.47,60.39,54.75,35
2007-03-14,90,71.02,448,45.73,27.4,34.31,93.76,68.32,71.24,37.21,61.36,60.71,24.86,33.65,19.6,47.3,16.88,43.27,36.28,38.08,19.23,62.69,21.27,43.21,25.85,49.77,64.93,446.94,23.33,33.73,43.65,37.56,64.75,46.36,40.86,70.23,13.45,60.69,55.71,34.9
2007-03-15,89.57,70.69,446.19,46,27.28,34.52,93.45,68.87,71,36.94,61.91,60.53,24.99,34.1,19.62,47.7,16.72,43.19,36.36,37.78,19.14,62.99,21.21,43.7,25.81,50.1,64.4,456.5,23.23,33.79,43.47,37.49,64.4,45.86,40.02,69.41,13.59,60.01,56.11,35.2
2007-03-16,89.59,69.86,440.85,46.21,27.33,34.36,93.25,68.08,70.64,36.98,61.61,60.51,24.99,33.95,19.67,47.03,16.7,43.09,36.32,37.85,19.15,62.57,20.91,43.68,25.99,49.62,64.48,451.04,22.98,33.61,43.48,37.51,64.6,45.75,39.31,69.26,13.59,59.3,55.55,35.1
2007-03-19,91.13,71.1,447.23,46.59,27.83,34.67,93.99,69.38,71.98,37.58,61.98,60.73,25.36,34.25,19.72,47.58,17.18,43.42,36.75,38.45,19.11,62.84,21.03,42.91,26.3,50.37,66.24,455.87,23.4,34.09,43.87,37.72,65.07,46.32,39.5,69.48,13.66,59.14,56.04,35.42
2007-03-20,91.48,72,445.28,47.3,27.84,34.77,94.5,70.05,71.98,37.91,62.28,61.07,25.54,34.61,19.84,47.75,17.55,43.63,36.98,38.58,18.99,63.4,21.55,43.04,26.34,50.76,65.8,461.15,23.74,34.38,44.31,37.93,65.24,46.72,39.9,70.25,13.76,59.43,56.26,35.58
2007-03-21,93.87,73.23,456.55,47.77,28.52,35.48,95.36,71.34,72.88,38.86,62.96,61.22,25.85,35.48,20.11,49.05,18.17,44.25,37.68,39.8,19.34,64.18,21.63,43.73,26.79,51.86,67.92,473.8,24.25,35.17,44.61,38.74,66.18,47.13,40.41,71.28,13.81,60.6,57.49,36.03
2007-03-22,93.96,74.36,462.04,48.01,28.27,35.81,95.19,72.93,72.18,39.11,63.85,60.86,25.79,34.99,20.1,48.47,18.49,44.17,38.01,39.49,19.16,64.11,21.55,43.35,26.37,51.64,68.99,472.07,24.15,35.33,44.49,38.33,66.08,48.08,41.32,71.09,13.81,60.47,57.44,36
2007-03-23,93.52,75.02,461.83,47.91,28.02,35.82,95.03,73.7,72.01,38.88,63.8,60.51,25.66,34.96,20.02,48.52,18.24,44.45,38.12,38.98,19.27,64.09,21.3,42.57,26.19,51.69,69.1,470.98,23.95,34.99,45.05,38.22,66.73,48.28,41.66,71.47,13.7,58.02,57.43,35.91
2007-03-26,95.85,75.47,465,47.84,28.22,36,95,74.4,72.07,39.31,63.9,60.25,25.67,34.68,20.06,48.7,18.39,44.07,37.67,39.01,19.29,63.89,22.64,42.42,26.34,51.56,69.58,469.34,23.76,35.22,45.12,37.91,66.41,48.62,41.85,71.31,13.62,57.14,57.2,36.01
2007-03-27,95.46,75.71,463.62,47.49,27.72,35.79,94.73,74.17,72.1,39.44,63.27,60.03,25.49,34.4,20.01,48.57,18.49,43.65,37.69,39.37,19.06,62.95,22.39,42.63,25.93,51.84,69.86,464.97,23.56,34.66,45.04,37.34,66.11,48.98,41.8,70.9,13.64,56.21,56.43,35.6
2007-03-28,93.24,75.56,461.88,46.64,27.64,35.55,94.26,74.08,72.08,38.95,63.01,60,25.18,34.14,19.96,47.99,18.17,43.23,37.23,39.34,18.86,62.89,22.05,42.5,25.7,50.77,69.32,464.06,23.27,34.23,44.83,36.77,65.37,49.77,41.66,70.4,13.82,55.72,55.86,34.77
2007-03-29,93.75,76.24,460.92,46.72,27.75,35.55,94.57,74.95,72.07,39.17,63.26,60.34,25.41,34.54,20.05,48.5,18.16,43.95,37.57,39.81,19.09,63.59,22.07,42.25,25.43,51.19,70.67,468.07,23.36,34.39,44.87,36.82,64.99,50.3,41.62,70.16,13.97,55.83,56.46,35.01
2007-03-30,92.91,75.45,458.16,46.95,27.87,35.36,94.26,73.96,72.8,39.43,63.16,60.26,25.26,34.43,20,48.38,18.13,44.17,37.92,39.79,19.13,63.56,22.07,42.66,25.53,51.02,69.1,467.52,23.44,34.43,45.05,36.74,65,49.31,41.12,70.1,14.08,55.88,56.4,34.97
2007-04-02,93.65,76.16,458.53,47.4,27.74,35.29,95.21,74.83,72.06,39.46,63.02,60.1,25.34,34.01,20.22,48.24,18.14,45.01,37.83,40.42,19.13,63.39,22.07,43.08,25.4,50.43,70.82,464.88,23.25,34.47,44.82,36.79,64.72,49.58,41.03,69.86,14.57,55.55,55.86,34.67
2007-04-03,94.5,76.8,472.6,48.1,27.87,35.32,96.1,75.34,72.36,39.74,62.9,60.64,25.67,34.51,20.41,48.56,18.36,45.38,38.12,41.19,19.31,63.4,22.41,43.71,25.85,50.86,70.95,468.16,23.7,34.92,45.26,37.63,65.27,49.67,40.82,69.96,14.88,55.73,55.92,35.03
2007-04-04,94.27,77.11,471.02,48.05,28.5,35.11,96.21,75.55,72.58,39.23,63.05,61.29,25.81,34.34,20.61,48.56,18.56,45.37,38.02,41.53,19.38,63.73,22.26,43.65,26.1,50.89,71.39,467.7,23.81,34.64,45.23,38.11,64.93,49.75,40.76,69.88,15.05,56.68,56.31,34.7
2007-04-05,94.68,77.22,471.51,48.27,28.55,35.02,96.52,75.61,72.52,39.27,63,61.55,25.84,34.44,20.63,48.77,18.67,45.54,38,41.68,19.58,63.68,22.55,43.3,26.06,50.85,71.84,469.62,24.04,34.91,45.78,38.02,64.93,49.95,40.89,70.26,15.12,58.33,55.96,34.72
2007-04-09,93.65,76.8,468.21,48.47,28.57,34.78,96.62,75.49,72.7,39.33,63.26,61.63,26,34.37,20.68,49,18.57,45.65,38,41.66,20.1,62.99,22.63,42.68,26.2,50.86,71.57,469.71,23.9,34.91,46.49,38.08,65.06,49.68,41.16,70.09,14.93,57.19,56.36,34.68
2007-04-10,94.25,77.57,466.5,47.94,28.4,34.88,96.46,77.04,73.3,39.45,63.21,61.67,26,34.41,20.87,49.24,18.85,45.86,37.8,41.86,20.68,63.41,22.57,43,25.99,51.07,73.13,477.17,24.13,34.99,46.31,38.23,64.45,50.34,41.78,70.79,14.99,57.12,56.41,34.8
2007-04-11,92.59,76.77,464.53,47.27,28.11,34.95,95.16,76.56,73.08,38.94,63.04,61.89,26.04,34.17,20.68,49.15,18.59,45.65,37.38,41.68,20.47,63.21,22.67,42.1,25.79,50.51,72.99,471.71,24.77,34.59,46.44,37.97,64.08,49.86,41.65,70.47,14.85,56.34,56.05,34.48
2007-04-12,92.19,77.39,467.39,47.26,28.54,35.18,95.67,77.17,73.2,38.66,63.52,61.92,26.46,34.34,20.7,49.2,18.7,46.36,37.37,42.27,20.5,64.16,22.84,42.6,25.97,50.28,75.31,470.34,25.18,34.67,46.63,38.02,64.74,51.13,42.41,70.38,14.94,57.64,56.51,34.41
2007-04-13,90.24,77.41,466.29,47.41,28.61,35.38,94.93,77.01,73.2,38.84,63.38,62.35,26.67,34.63,20.78,49.09,18.63,50.21,37.39,42.41,20.46,64.4,23.27,42.55,26.68,50.42,76,469.89,25.46,34.72,47.64,37.89,65.05,51.27,42.44,70.31,14.86,59.03,57.36,34.47
2007-04-16,91.43,78.17,474.27,48.07,28.73,35.36,96.18,77.87,73.35,39.26,63.73,63.02,26.94,35.51,20.95,49.97,18.9,50.32,37.87,45.2,20.69,64.56,23.42,43.39,26.62,51.23,77.57,482,25.19,35.02,48.1,38.56,65.79,51.44,42.48,71.08,14.82,59.65,58.56,34.9
2007-04-17,90.35,78.4,472.8,48.17,28.85,35.2,97.12,77.96,73.34,39.19,63.9,64.55,26.9,35.25,21.49,50.18,18.89,50.01,37.46,45.07,20.98,65.8,23.47,43.37,26.84,51.3,77.5,478.36,25.29,35.15,49.01,39.44,66.18,50.95,42.37,71.64,14.86,60.1,58.24,34.56
2007-04-18,90.4,78.2,476.01,47.97,28.6,35.13,94.8,77.77,72.9,38.97,63.76,64.43,26.78,35.95,21.53,52.07,18.73,49.69,37.42,44.99,21.35,65.92,23.08,42.97,26.87,51.82,74.91,482.55,25.14,34.92,48.88,39.04,66.92,51.12,42.02,71.4,14.97,60.01,58.44,34.4
2007-04-19,90.27,77.46,471.65,48.34,28.69,35,94.29,76.81,72.66,39.31,63.62,64.94,27.07,36.14,21.56,52.09,18.76,50.15,37.51,44.64,21.81,66.03,22.77,43.36,26.68,50.91,74.32,483.46,24.9,34.92,48.78,38.91,67.22,50.25,41.68,71.99,14.83,62.32,58.95,34.33
2007-04-20,90.97,79.76,482.48,49.76,29.02,35.13,94.58,78.45,72.56,39.87,63.8,65.12,26.97,36.3,21.7,52.54,19,51.49,37.91,44.95,22.16,66.65,23.01,43.44,26.99,51.04,75.23,486.46,25.21,35.28,48.36,39.21,67.48,51.71,42.87,72.82,14.86,61.97,61,34.55
2007-04-23,93.51,79.2,479.08,48.93,28.78,34.8,95.21,77.56,72.72,39.77,63.63,64.75,26.35,36.02,21.52,52.28,18.94,51.67,37.55,44.77,21.91,66.59,22.76,42.89,26.58,50.51,74.55,483.64,24.98,35.08,48.64,39.21,67.78,51.45,42.48,71.94,14.81,62.19,61.15,34.34
2007-04-24,93.24,78.6,477.53,48.69,28.79,34.76,98.49,77.1,72.48,39.1,63.73,64.49,26.15,35.78,21.55,52.16,18.82,51.6,37.6,44.75,21.94,66.41,22.74,44.36,26.33,50.62,74.8,480.91,24.87,34.91,48.47,39.31,67.77,51.44,41.9,71.93,14.94,61.22,60.91,34.13
2007-04-25,95.35,79.92,477.99,48.81,28.99,35.41,101.46,78.32,72.4,39.14,63.53,64.68,26.32,36.28,21.56,52.82,18.9,52.39,37.65,56.81,22.26,66.98,22.9,45.34,26.78,51.23,75.87,489.92,25.37,35.32,48.63,39.5,68.04,52.19,42.61,73,15.06,61.69,62.32,34.57
2007-04-26,98.84,80.55,481.18,48.7,29.1,35.84,100.9,78.18,72.56,38.96,62.99,64.24,26.72,36.07,21.7,52.94,18.95,52.43,37.97,62.78,22.09,66.41,22.64,45.3,26.55,50.72,75.54,487.74,24.48,35.17,49.23,38.99,67.65,51.19,42.55,71.91,14.81,62.55,62.14,34.55
2007-04-27,99.92,80.36,479.01,48.34,30.12,36.84,101.17,78.08,72.59,38.64,62.98,64.17,26.61,35.94,21.69,52.55,19.1,51.86,37.89,62.6,21.87,66.29,22.58,44.63,27.03,50.77,75.64,486.01,24.33,34.98,48.95,38.47,67.69,51.17,42.14,71.5,14.87,63.27,62.14,34.55
2007-04-30,99.8,79.38,471.38,47.92,29.94,36.86,102.21,77.79,72.56,38.72,64.4,64.22,26.46,35.89,21.75,52.1,18.8,51.44,38.18,61.33,21.5,66.09,22.52,43.8,26.74,50.9,73.83,488.28,24.08,34.98,48.28,37.87,67.13,50.7,41.72,70.43,14.72,64.14,60.67,34.35
2007-05-01,99.47,79.66,469,48.33,30.4,37.1,103.17,78.35,72.12,38.84,62.96,64.56,26.59,36.04,21.93,52.26,18.59,50.98,38.51,62.04,21.8,66.4,22.68,43.77,26.86,50.93,73.83,493.57,24.12,35.47,49.14,38.43,67.73,50.76,41.63,69.94,14.7,65.1,61.32,34.39
2007-05-02,100.39,79.82,465.78,48.28,30.61,37.31,102.22,78.64,72.38,38.68,62.37,64.48,26.6,35.69,21.96,52.55,18.86,51.23,39.6,61.18,21.93,67.02,22.75,44.27,27.67,51.01,73.96,494.48,24.52,35.7,50.02,38.75,68.4,51.32,41.77,70.74,14.76,65.07,62.74,34.5
